session_id,scenario_name,student_role,ai_model,first_mover,config,total_rounds,outcome,major,gender,negotiation_experience,created_at,updated_at
82b2ad8a-66ce-435a-9190-cb65e7ff398a,Top_talent,side1,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,,,,2025-12-11 08:01,2025-12-11 08:03
79357767-d47c-4d73-9019-98025bb9ae82,Top_talent,side1,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,SDS,,,2025-12-11 07:53,2025-12-11 07:57
af7ed1c0-df61-430b-b54c-89f7a0988c7f,Top_talent,side1,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-11 07:50,2025-12-11 08:09
f5fa1b3b-7f41-4582-acf7-7d514691e149,Top_talent,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,,,,2025-12-11 06:44,2025-12-11 06:51
6e4b5a67-61e1-491a-b7b3-7f155f077df6,Top_talent,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,SDS,,,2025-12-11 06:42,2025-12-11 06:42
52bbb185-751d-484e-b4d3-35fb2208a2fe,Top_talent,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,SDS,,,2025-12-11 06:42,2025-12-11 06:43
59d93864-3569-4760-b454-fc4b5fec6d51,Top_talent,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,,,,2025-12-11 06:41,2025-12-11 06:54
e9e64a71-da26-4426-8f86-e5313b7272df,Top_talent,side1,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-11 06:41,2025-12-11 06:53
f81e9731-d2d1-4ff5-b0a8-9cf3c7eabb14,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,MBA,Male,A few instances,2025-12-10 20:01,2025-12-10 20:08
b37f26ac-3149-4003-950d-b3c9efe5c70a,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,4,✅ Deal,Theater,Female,Occasional,2025-12-10 19:52,2025-12-10 19:59
33f1a7e7-557c-4c42-8889-497b1e7bf3b7,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,Theater,Female,Occasional,2025-12-10 19:51,2025-12-10 19:52
1da9f9c4-9450-425b-bc34-d82ef2efaa64,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,GBS,,,2025-12-10 19:49,2025-12-10 20:18
0ad06bea-d0a0-4eed-82be-cd1ea6d5f557,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,MBA,,,2025-12-10 19:44,2025-12-10 19:55
d0f674cd-46c6-4639-8ec8-90bcb99bdcab,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,🔄 active,GBS,,,2025-12-10 19:44,2025-12-10 19:44
799f52db-616d-4b6b-99fd-488c1c623e31,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,MBA Exchange,,A few instances,2025-12-10 19:39,2025-12-10 20:05
95e44a5d-6529-49ae-ae99-c146b6cdfc7e,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,MBA,Male,A few instances,2025-12-10 19:38,2025-12-10 19:46
16eceb2c-fe06-4c6f-8d69-55a8d9624506,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,GBS,Female,A few instances,2025-12-10 19:37,2025-12-10 20:20
798d365f-292d-4a2f-8cf9-08c7a85da474,Main_Street,side1,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,MBA,Male,A few instances,2025-12-10 19:36,2025-12-10 19:49
31db345d-afd0-4714-ac7a-d6681fc76cbe,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,Tech,Male,Occasional,2025-12-10 19:35,2025-12-10 19:58
88bdd965-b58a-4bf8-9f8c-877d241e1cb4,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,,,,2025-12-10 19:35,2025-12-10 19:55
50f35769-ef7f-4633-b4ce-69ef5d1ef0b9,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,Business,Male,A few instances,2025-12-10 19:35,2025-12-10 19:55
1c047b8c-310a-4aec-a26e-e03e9b0875bc,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,,,,2025-12-10 19:35,2025-12-10 20:00
1accb1db-0b0d-4c2d-8dfc-4936a3737dd0,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,Global Business and Society,Male,Occasional,2025-12-10 19:35,2025-12-10 20:19
bb74becf-734e-45a8-b037-e01ca9e981b3,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Business,Male,None,2025-12-10 19:35,2025-12-10 19:53
91bf642e-d8fc-4c11-8a14-628b7d5e3c82,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,MBA,Female,Occasional,2025-12-10 19:34,2025-12-10 19:55
7443cda3-2dfd-4aa1-9b6c-1c18cc2c4371,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,GBS,Female,,2025-12-10 19:34,2025-12-10 19:52
938b042a-344f-4b31-aeb8-33bdbe1a1f92,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 failed,2Y MBA,Female,A few instances,2025-12-10 19:34,2025-12-10 19:54
562a5935-9a14-4542-970f-38f5e0f2a3b8,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,GBS,Female,Occasional,2025-12-10 19:33,2025-12-10 19:58
0b0c3e36-0bd9-4238-8d25-3622e434fe02,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,GBS,Female,A few instances,2025-12-10 19:33,2025-12-10 19:34
efc8ced7-5f3b-459c-8336-109e32d66de8,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,MBA,Female,Occasional,2025-12-10 19:33,2025-12-10 19:57
e4db51d8-ba2c-490d-9180-9f9804813026,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,MBA,Female,Occasional,2025-12-10 19:32,2025-12-10 19:33
2707b436-df91-4b72-a0c0-5950a360677f,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,🔄 active,Theater,Female,Occasional,2025-12-10 19:32,2025-12-10 19:45
98028e11-8e88-42d4-9b2a-76255d18ba5b,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,,,,2025-12-10 19:31,2025-12-10 19:57
9864a8ac-20aa-4afc-a273-f85c62f427c3,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,GBS,Female,A few instances,2025-12-10 19:31,2025-12-10 19:52
19189653-dde7-45b9-8a41-ebf060437cf7,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,MBA,Male,A few instances,2025-12-10 19:31,2025-12-10 20:03
65568ba8-96c7-488f-bcd5-bf6ebbc1be4a,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,MBA,,,2025-12-10 19:30,2025-12-10 19:56
09116786-9959-459a-9ede-3689803bc461,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Management,Male,A few instances,2025-12-10 19:29,2025-12-10 19:59
350ef762-b4fe-4499-b089-6bab5fc2b3ff,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,,,,2025-12-10 19:29,2025-12-10 19:29
f8b904d4-f7a7-44d3-a404-7ba2ce6c53b6,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,School of Management,Male,A few instances,2025-12-10 19:28,2025-12-10 20:10
2b985adf-7bf1-4a59-b3e1-08f51fc159c3,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,GBS,Female,A few instances,2025-12-10 19:28,2025-12-10 20:18
538cd73f-8fa5-4148-9694-fc3e2008b730,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,MBA,,,2025-12-10 19:28,2025-12-10 19:29
516685e6-ec7a-4250-a2ff-d5673d98a94c,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,GBS,Male,A few instances,2025-12-10 19:28,2025-12-10 20:06
ee8d9c66-b9d0-420b-a698-6ebf6d1f3d64,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 failed,Healthcare Management,Female,A few instances,2025-12-10 19:27,2025-12-10 19:50
d08ef3f9-f506-42da-b8be-81a89abdd3f8,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,,Male,A few instances,2025-12-10 19:26,2025-12-10 20:00
e00fe024-072d-4094-b685-a2fa75e137bb,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,❌ Failed,MBA,Male,A few instances,2025-12-10 19:25,2025-12-10 20:06
4eb7d6b7-8269-42d3-abf7-5911bd874682,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,MBA,Male,A few instances,2025-12-10 19:23,2025-12-10 19:35
0edb4787-09e2-44bb-9f97-7c76791ef315,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,GBS,Female,A few instances,2025-12-10 19:23,2025-12-10 19:52
b19200a0-42a5-472d-b31b-66597a8a477e,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,MBA,Male,A few instances,2025-12-10 19:23,2025-12-10 19:33
4240e9c5-c537-48bf-a13a-0c56a12c6c63,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,⏹️ No Deal,MBA,Male,A few instances,2025-12-10 19:23,2025-12-10 19:35
6c890dba-48b0-484a-9190-398ade45c35e,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 failed,Master of Business Administration (MBA),Male,None,2025-12-10 19:22,2025-12-10 19:39
20b90946-0132-4ede-a5f8-a31539f55ca3,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,🔄 active,Management,Male,Occasional,2025-12-10 19:21,2025-12-10 19:21
47ccd90e-2ae2-4686-8e16-563a3c1e6f91,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,SDS,,,2025-12-10 17:30,2025-12-10 17:30
aaf88b7e-9ba0-4300-8c4e-1cfebe3e0404,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,SDS,,,2025-12-10 17:23,2025-12-10 17:23
fef88ef0-ecc2-41ac-b9b0-1a43553edf84,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,GBS,Female,Occasional,2025-12-10 15:48,2025-12-10 16:18
f8108b66-f933-4ae2-a7e2-3a9abfef4115,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,Health Informatics,Female,None,2025-12-10 15:37,2025-12-10 15:53
cba42d83-4de7-41aa-9c2d-fb6d6378355e,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-10 15:28,2025-12-10 15:29
c18ba8b7-2605-441f-aa02-e9c0fc8cf80c,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,SDS,,,2025-12-10 15:28,2025-12-10 15:29
21380327-cdb4-4f7f-873b-cb1e6c012017,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,SDS,,,2025-12-10 15:28,2025-12-10 15:28
44902306-321c-4faf-8add-e73451889ad5,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,Business,,,2025-12-10 15:28,2025-12-10 15:28
9b40af5c-bf64-483e-bb6b-e60855980604,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-10 15:28,2025-12-10 15:28
519ed03e-cbf5-4ac8-b77a-1e4ee1b7d01f,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,Management,Male,A few instances,2025-12-10 15:25,2025-12-10 15:25
d61b1421-2419-4a8a-832c-f426db673ebe,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,,,,2025-12-10 15:10,2025-12-10 15:22
8f327691-8c64-4eb3-913a-a68d55ae1737,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,,,,2025-12-10 15:09,2025-12-10 15:27
49f9367b-bdb8-44cf-b6d2-683f825e5e96,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,Business,,,2025-12-10 15:09,2025-12-10 15:09
def6ce77-9078-42e8-989d-7ec7e9135680,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,public health,Female,None,2025-12-10 15:07,2025-12-10 15:18
a6587ccb-1bab-48c3-9b0c-4104012b5bc9,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,MBA,Male,Frequent,2025-12-10 15:01,2025-12-10 15:01
ff4187e1-4dc8-402b-bdd5-b45367d2adfa,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,GBS,Female,A few instances,2025-12-10 15:00,2025-12-10 15:20
2c58997c-c9ca-4932-9680-a291dd38a20c,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,Global Business & Society,Male,Occasional,2025-12-10 14:59,2025-12-10 15:08
1c64c52d-f094-45f2-a650-e5d4479e6843,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Global Business & Society,Male,A few instances,2025-12-10 14:57,2025-12-10 15:12
22e1c990-13d3-422d-a65f-28bfd39879a9,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,🔄 active,GBS,Female,A few instances,2025-12-10 14:52,2025-12-10 15:00
320f365c-6fa0-4659-8776-ec2c713b18db,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,GBS,Female,None,2025-12-10 14:50,2025-12-10 15:08
583603ec-ba24-427b-9baf-63744aa4088d,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,GBS,Male,None,2025-12-10 14:50,2025-12-10 15:07
f727eff6-ec0b-4a13-85d6-d3818b5a85a2,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,Mechanical Engineering,Male,Occasional,2025-12-10 14:49,2025-12-10 14:50
24a24ce4-e9e7-4b2a-98b5-2049fd0a0faa,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,GBS,Male,A few instances,2025-12-10 14:49,2025-12-10 15:04
a027bad3-4823-4695-9c64-9f091c83eeb9,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,❌ Failed,GBS,Male,Professional,2025-12-10 14:48,2025-12-10 15:09
da8e805c-e5f6-4ae6-bc66-808432ffe371,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,Management,Male,None,2025-12-10 14:48,2025-12-10 15:17
bb4f01c8-cf3a-44a8-a4f1-1a608c7c51e4,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,MBA,Female,Occasional,2025-12-10 14:48,2025-12-10 14:59
6ba03567-2445-42ea-ab67-08d03d7978e0,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,Global Business & Society,Male,A few instances,2025-12-10 14:48,2025-12-10 14:53
fefa4d90-b748-4d49-9a34-a77917d2cf10,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,Management,Female,A few instances,2025-12-10 14:48,2025-12-10 15:16
3ce4dbec-f326-4d36-850d-72e03ee059c4,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,,,,2025-12-10 14:47,2025-12-10 15:09
53c67d59-4bf2-4f47-9a89-eaab2359fa21,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,Business,Male,Occasional,2025-12-10 14:47,2025-12-10 15:17
fae036e8-a68c-433e-ab24-92a581f8f85b,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Management Science,Female,Occasional,2025-12-10 14:47,2025-12-10 15:08
e014a8cd-73de-4e33-a21e-d45fec8fadc2,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,Technology Management,Male,Occasional,2025-12-10 14:47,2025-12-10 15:19
bf242471-f66d-4d5a-89d3-2ca1f1de2d28,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,MBA,Female,A few instances,2025-12-10 14:47,2025-12-10 14:58
daa71a3a-4b60-46ad-bd8d-04e03aa299fa,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Master of Business Administration,Male,None,2025-12-10 14:47,2025-12-10 15:13
187ee6e1-b92d-46cc-aad6-765d8bd6d391,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,MBA,Male,Frequent,2025-12-10 14:47,2025-12-10 15:05
7ab01b6d-88b8-4565-884d-ea7256547287,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,MBA,Male,A few instances,2025-12-10 14:47,2025-12-10 15:06
a5a7bbed-af95-434c-9b57-64dc818dae14,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,GBS,Female,A few instances,2025-12-10 14:47,2025-12-10 15:12
f0c044d9-bfbe-41e3-8de8-cd0e39452782,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,GBS,Female,A few instances,2025-12-10 14:46,2025-12-10 14:58
cba8d9c9-e5a2-4a30-9385-1f1bce1bbdfa,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Management Science,Male,None,2025-12-10 14:46,2025-12-10 15:07
dd354523-b315-4914-8e67-af350e75e679,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 failed,MBA,Male,A few instances,2025-12-10 14:46,2025-12-10 14:54
5c9d6f09-7ed0-4359-bc88-703210879766,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,Yale SOM - GBS,Female,Occasional,2025-12-10 14:46,2025-12-10 15:10
118af3de-68df-4b26-ad2d-94dfb3821d32,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,MBA,Male,A few instances,2025-12-10 14:46,2025-12-10 14:59
486f9419-be21-4888-9733-9555fc50fb1e,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,MBA,Male,A few instances,2025-12-10 14:46,2025-12-10 15:01
13697589-e7d3-4c28-98f9-b276bf95a61c,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Arrchitecture,Male,A few instances,2025-12-10 14:46,2025-12-10 15:08
81eafc5a-bc21-4519-999c-17065c832e1e,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,Management,Female,A few instances,2025-12-10 14:45,2025-12-10 15:08
fe68b67b-d1f9-4bec-b02a-d28b8ae21e72,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,Master in Management GBS,Female,,2025-12-10 14:45,2025-12-10 15:04
a5291dbb-a694-4be4-ae7e-bafac34f070d,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,GBS,Female,Frequent,2025-12-10 14:45,2025-12-10 15:26
baf91c79-b1a3-405b-b6ef-7388e9011ea7,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,Mathematics,Male,A few instances,2025-12-10 14:45,2025-12-10 15:15
f167c9c9-0e40-428b-8154-5718248ce8af,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,Global Business & Society,Male,Occasional,2025-12-10 14:44,2025-12-10 14:56
ed40d7bb-e528-471c-9527-ed06bd6fe4fc,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,Global Business and Society,Non-binary,Occasional,2025-12-10 14:44,2025-12-10 15:15
9a00be6e-6717-4b29-ad44-c4d632cdc649,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,,,,2025-12-10 14:43,2025-12-10 15:02
da734cf6-5022-48df-b3d3-2cbeb9170df4,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,Asset Management,Male,A few instances,2025-12-10 14:43,2025-12-10 15:17
023fa610-c0e8-421c-9116-7a5eaf48551c,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,public health,Female,None,2025-12-10 14:43,2025-12-10 15:01
2e473faf-35b5-4fe6-b3a9-143ca6519b43,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,Masters of Advanced Management,Male,Occasional,2025-12-10 14:43,2025-12-10 15:05
35cd2da6-a451-4e58-937b-7705e2fcc15d,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,✅ Deal,Management,Male,None,2025-12-10 14:42,2025-12-10 15:10
73297254-b67a-4890-9ae3-f6afea408ca4,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,Mechanical Engineering,Male,Occasional,2025-12-10 14:42,2025-12-10 14:48
34bd3d91-61c5-4681-9f40-bc059f53269a,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,Master of Business Administration,Female,A few instances,2025-12-10 14:41,2025-12-10 15:12
fef6c2b3-1b4f-43e4-ac56-8908f2db35a9,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,GBS,Male,None,2025-12-10 14:41,2025-12-10 15:13
e15e86b4-cf6d-4325-887c-cc9cb417adf9,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,GBS,Female,A few instances,2025-12-10 14:40,2025-12-10 15:15
cdb4b68d-b0e8-4609-ad07-eb92dc0657f3,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Global Affairs,Male,A few instances,2025-12-10 14:40,2025-12-10 15:07
33365183-4645-49aa-829c-4d96cc172520,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,MBA,Male,Occasional,2025-12-10 14:39,2025-12-10 15:20
fabc68b2-dd67-4287-af43-5ec68365ae1f,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,Management,Male,A few instances,2025-12-10 14:39,2025-12-10 15:22
526567fb-b574-4eab-ab23-96a820f6a184,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,,,,2025-12-10 14:39,2025-12-10 15:03
6a1f1023-f690-4291-b5e3-04f83092f8c4,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,Management,Male,Occasional,2025-12-10 14:39,2025-12-10 15:08
746b9508-0fac-4135-a7af-451ac7e26c83,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,,,,2025-12-10 14:39,2025-12-10 15:14
2527e1ea-5ba3-45b6-b891-7c076d874b61,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,✅ Deal,MBA,Male,A few instances,2025-12-10 14:39,2025-12-10 14:57
4093ffc5-427c-4bf9-a18e-f7ff3c07f89b,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,Global business and society,Male,A few instances,2025-12-10 14:38,2025-12-10 14:59
073b248f-5aaa-4c6b-98ae-fa0102ff3a7a,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,✅ Deal,Law,Male,None,2025-12-10 14:38,2025-12-10 15:12
82de1f8e-b080-4b4c-a45a-147d4a9a3c98,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,Management,Male,Occasional,2025-12-10 14:38,2025-12-10 14:39
20260374-2d79-40da-9cc0-fb4f400a9580,Main_Street,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,✅ Deal,Global Business and Society,,A few instances,2025-12-10 14:38,2025-12-10 15:04
8fe436e8-b3a1-4b57-90fd-2c2e45d99f38,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,Management,Male,Occasional,2025-12-10 14:37,2025-12-10 14:38
c29a5a57-5d56-4e87-b9fd-f4a543820078,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 failed,MBA,,,2025-12-10 14:37,2025-12-10 15:03
7fe2649b-f709-477a-8689-4ec1ddcb3881,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,⏹️ No Deal,MBA,Male,Frequent,2025-12-10 14:36,2025-12-10 14:56
7f6097c2-de65-4af2-b06d-362ebf642c09,Main_Street,side2,openai/gpt-5,👤 Student,⚪ Base,6,⏹️ No Deal,Management Science,Male,Occasional,2025-12-10 14:36,2025-12-10 15:05
71b68756-9e4d-4133-a100-d026baa3366b,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-10 13:28,2025-12-10 13:32
2c8f497a-8876-49f2-a110-3df9a0a2d593,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,prof,Male,Professional,2025-12-10 11:19,2025-12-10 11:20
30fb5303-4dff-4ea5-8846-5782d5c32dd8,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,,,,2025-12-10 11:16,2025-12-10 11:18
62bf1baa-e787-4d19-b54b-269b4f238ab1,Top_talent,side2,openai/gpt-5,👤 Student,⚪ Base,6,🔄 active,sds,,,2025-12-10 05:28,2025-12-10 06:50
2d84161a-af45-4a9f-8f5d-509b33c6c5fc,Top_talent,side2,openai/gpt-5,👤 Student,🧠🎯 M+P,6,🔄 active,sds,,,2025-12-10 05:24,2025-12-10 06:51
839df400-5714-4737-a7d4-49b11a0f9331,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-10 05:08,2025-12-10 05:09
2d8133ce-19cd-46a1-a19a-6dcf58891e4d,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-10 05:08,2025-12-10 05:09
c909aecd-1ecc-407e-bf15-277e34af387c,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-10 05:08,2025-12-10 05:09
d32b69d6-5cd3-47fb-953f-185bfd2b8427,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-10 05:07,2025-12-10 05:09
875b6386-7932-4e06-88ea-9d73e4f14854,Main_Street,side2,openai/gpt-5,🤖 AI,🧠🎯 M+P,6,🔄 active,SDS,,,2025-12-10 05:07,2025-12-10 05:09
78b1039b-98a8-410c-a49b-f5209042ab0d,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,SDS,,,2025-12-10 05:07,2025-12-10 05:08
e6dcac4e-6af8-4c12-bbce-90c1f113447d,Main_Street,side2,openai/gpt-5,🤖 AI,⚪ Base,6,🔄 active,SDS,,,2025-12-10 05:07,2025-12-10 05:08
